id,name,description,count_members
81485215,▪ passion ▪,,9241
24823541,Сплин,Рок-группа из Санкт-Петербурга<br>Rock band from St. Petersburg<br><br>АФИША — vk.com/topic-24823541_26885294<br><br>Все альбомы на NaviMusic — j.mp/spleanNV<br>Все альбомы на iTunes — j.mp/Splean_iTunes<br>Все альбомы на Google Play — j.mp/splean_play,570539
1317,Почитатели таланта Виктора Цоя,,153788
33575883,Заходи к Ди,"Группа для вас, а не вы для группы.",152483
26134152,Андрогины,"Публичная страница об андрогинном типе внешности, включает в себя моду унисекс, бесполые образы, фотосессии, психологию познания себя, поиск своего места в социуме, самопознание, познание человека как объекта творчества, знаменитых моделей андрогинов, любые связанные с темой паблика видео/аудио-материалы, статьи и многое другое.<br>Андрогинность - явление, при котором в человеке проявляются мужские и женские качества - это так называемый «средний пол», «unisex».<br>В первую очередь - это естественность! <br>Паблик, как источник вдохновения, новый взгляд на сущность и красоту человека. <br><br>Макияж и гардероб противоположного пола не сделают из Вас андрогина, им можно только родиться (естественность/внешность, соединяющая в себе признаки обеих полов). <br>Обратите внимание, что понятия трансексуал и андрогин - совершенно разные, разный посыл.<br>Еще важно, что андрогинность НЕ ИМЕЕТ НИКАКОГО ОТНОШЕНИЯ К СЕКСУАЛЬНОЙ ОРИЕНТАЦИИ.",78861
33132614,Журнал «YOBA»,Мы делаем йобости,63757
24284258,Best of Tumblr,"Best of Tumblr - лучшие картинки из Tumblr.<br>Tumblr - это крупнейший в мире сервис медиаблогинга. Большинство картинок, которые вы видите, берутся оттуда и переводятся на русский. Мы серфим Tumblr и выбираем самые свежие, смешные и прикольные картинки.<br>Если увидели прикольную картинку в tumblr, можете её нам предложить<br><br>Если вы хотите разместить ссылку на свой Tumblr blog, то для этого у нас есть обсуждение",53674
33744144,Профессор Поцелуй [Перлы из фиков ГП],"Ты новенький? Не забудь прочитать правила - http://vk.com/topic-33744144_26720630<br><br>Ты рекламщик? Тебе в эту тему - http://vk.com/topic-33744144_26720669<br><br>Собственно, на данной странице публикуются разнообразнейшего рода перлы (нечто нелепое, смешное, бессмысленное, в частности нелепое высказывание (с) Википедия.) из фанфиков по вселенной Гарри Поттера.<br>Мы не извлекаем из этого никакой выгоды, кроме глубочайшего эстетического удовольствия (и приступов истерического смеха)<br><br>Почему ""Профессор Поцелуй""? <br>http://vk.com/wall-33744144_10<br><br>Откуда пошли шутки про вазу?<br>http://vk.com/wall-33744144_358730",38396
80947450,glavnoe,"Задай себе вопрос, что же в жизни самое главное? Ответ ты найдешь здесь.",36850
80169401,Экстрасенсорика на дому,Открою вам правду,34546
60919436,Дети Лилит,18+,32224
54218032,Wonderzine,"Wonderzine — онлайн-издание для энергичных и свободомыслящих женщин, чья сфера интересов распространяется далеко за пределы моды, красоты, отношений и светской хроники. Мы пишем для всех, кого интересуют культура и искусство, наука и политика, тенденции в обществе и актуальные проблемы в России и за ее пределами. Мы считаем, что «серьезные» интересы легко уживаются с заботой о своем теле, а женщин давно пора перестать делить на «умных» и «красивых». Мы боремся со стереотипами и продвигаем идею уважения к индивидуальности — как своей, так и окружающих. Наши героини не боятся начинать с нуля и добиваются успехов там, где раньше доминировали мужчины. Мы с одинаковой легкостью и вдумчивостью говорим о сексе, спорте, поп-культуре и правах человека. На Wonderzine нет запретных тем, а мнение редакции всегда независимо: мы рекомендуем только то, во что верим сами.",30589
33426079,Стефания Данилова пишет:,"Официальное сообщество Стефании Даниловой: релизы альбомов, новых текстов, анонсы концертов и встреч<br>🎸 Ближайшие концерты: 21.03 vk.com/we_are_poetry_21 СПБ<br><br>💿 Книги, открытки, etc.: <br>https://vk.com/market-33426079<br>«Веснадцать»: http://www.livelib.ru/book/1001072810<br>«Неудержимолость»: <br>http://www.livelib.ru/book/1001388448 <br><br>📢 Стефания Данилова в сети:<br>• Вконтакте - http://vk.com/stefaniadanilova<br>• Фан-клуб (Стэф там нет) -http://vk.com/stefaniada <br>• Facebook - https://www.facebook.com/stefaniadanilova <br>• ЖЖ – http://stefania-da.livejournal.com <br>• Инстаграм - http://instagram.com/stefaniadanilova<br>• Twitter - https://twitter.com/vesnadzat<br>• Аск - http://ask.fm/kamikorose <br>• Спрашивай.ру: http://sprashivai.ru/springteen<br><br>👫 Чтобы видеть в своей ленте новинки от Стэф и получать приглашения на концерты в ваших городах - добавляйте в друзья:<br>• vk.com/springteen <br><br>✉️ Контакты:<br>• для организаторов концертов – ichwerdewarten@gmail.com<br><br>🎧 Послушать:<br>• SoundCloud, альбом «Я Ничего Не Вижу» https://soundcloud.com/stefaniadanilova/sets/i_see_nothing",29211
7189970,Фальшивим вместе,,28132
96812434,Hearthstone: Мифы и Факты,Мир Hearthstone,27219
66225661,Shut your sexist mouth up,"Из «предложенных записей» вконтакте ваши истории переносятся на сайт. Опубликованы они будут, но, чтобы не забивать раздел «предложенное», удаляются.<br>Анонимно публикуется ВСЁ. Не надо лишний раз просить об этом.<br><br>Все одобренные записи мы ставим в очередь, поэтому с момента отправки истории до её публикации может пройти несколько дней (или больше).<br><br>Это место для публикации историй, а не простыней с личными мнениями о феминизме. В полемику администрация не вступает, как бы вам ни хотелось, а многочисленные имхо удаляет, не читая.<br>РЕКЛАМОЙ НЕ ЗАНИМАЕМСЯ. Даже платно.",26735
14365562,Канцлер Ги &amp: Bregan D'Ert,"Официальное сообщество проекта ""Брэган Д'Эрт"" и автора и исполнителя Канцлера Ги (Майи Котовской).<br><br>Правила общения и поведения в данном месте - http://vk.com/topic-14365562_25623536<br><br>Вопросы о концертах, тема для зрителей - http://vk.com/topic-14365562_33048523<br><br>Вопросы о концертах, тема для организаторов - http://vk.com/topic-14365562_27422644<br><br>Технический и бытовой райдер группы - http://vk.com/docs?oid=-14365562<br><br>__________ГДЕ КУПИТЬ ДИСКИ:<br>За информацией сюда:<br>https://vk.com/topic-14365562_31850247<br><br>__________АФИША:<br>см. чуть ниже :)<br><br>Для тех, кто скачал содержимое дисков в Интернете, но желал бы за них заплатить - номер Яндекс-кошелька 410 015 685 33 259",22638
61303367,H A Z Y,,21939
53052149,HANDS,"любимым, твоим, запястьям посвящается<br><br>Благодарим каждого автора за прекрасные фото. Они принадлежат и будут принадлежать исключительно вам, и здесь имеют лишь  позицию выставки.<br><br>Вы можете предложить фото для публикации, администраторы оставляют за собой право редакции предложенной вами записи для эстетики материалов в группе",21923
29098775,Типичная Тема|Темач| 18+,"Правила приёма в группу:<br>- возраст от 18-ти:<br>- неподозрительность<br>_________________________________<br><br>Мы не публикуем стихи и прочую ванильность, которую вы можете найти в других группах.<br><br>ВНИМАНИЕ! Группа является открытой.",21895
56933336,Check Your Privilege,"Интерсекциональный феминистский паблик.<br>Никакой толерантности по отношению к сексизму, трансфобии, расизму, гомофобии (лесбофобии), би- и панфобии, афобии, эйблизму, лукизму, классизму и другим видам дискриминаций. <br><br>Прежде чем комментировать, убедитесь, что вы ознакомились с правилами: vk.cc/4kWs15<br><br>18+: страница содержит информацию, разрушающую духовные скрепы, поэтому законодательство РФ считает ее запрещенной для людей младше 18 лет.<br><br>Мы в фейсбуке: facebook.com/check.your.privilege<br>Мы в твиттере: twitter.com/check_your_P",21643
44136182,"Ripushko ""Дети Ишаар"" 18+","Добро пожаловать ^______^ <br>Для донатерства:<br>патреон:https://www.patreon.com/ripushko?ty=h<br>вебмани: R190155720834 <br>киви: +380502545205 (украинский номер) <br>MasterCard(ПриватБанк) 5457 0822 3368 6364 ^^<br><br>ВНИМАНИЕ!!!! <br>Те вещи, за которые вы можете схлопотать пожизненный бан в этой группе:<br><br>- гомофобные, сексисткие, расисткие, трансфобные, фетфобные и прочие не толерантные коменты! Бан следует после первого предупреждения со стороны админа, если вы не поняли, что не правы и не спешите принести извинения, то дальнейшего диалога не последует<br><br>- оскорбление участников группы, а так же их родственников, домашних любимцев и воображаемых друзей. Давайте ка без холливаров.<br><br>- маты, высказанные в сторону участников группы, самой группы, и вообще как-либо употребляемые не в контексте выражения ваших эмоций (желательно позитивных &gt::D), будут восприниматься как оскорбления и караться баном<br><br>- воровать наполнение группы и постить где-либо без указания авторства<br><br>- если вам меньше 18ти то или покиньте группу, или старайтесь хотя бы не сильно палиться<br><br>На этом пока все. Не буяньте! Помните, что уют и ламповость группы создают именно её участники ^_____^",15372
74650535,Sex+,"Переводы роликов с канала Лэйси на Youtube.<br>(в следующей серии: NO SEX?! - ASEXUALITY)<br><br>Прежде чем постить, пожалуйста, прочитайте правила группы ниже.<br><br>ЗДЕСЬ НЕТ И НЕ БУДЕТ РЕКЛАМЫ, РЕПОСТОВ И ПОСТОВ НЕ ПО ТЕМЕ. Но если у вас есть супер крутой паблик или сайт с материалом, который раскрывает или дополняет поднятую в видео тему, вы смело можете скинуть ссылку в комментарии к релевантному видео. За это вам только плюс в карму.<br><br>Правила группы: https://vk.com/topic-74650535_31037563<br>Попросить перевод можно здесь: https://vk.com/topic-74650535_31037434<br>Присоединиться к переводу можно здесь: https://vk.com/topic-74650535_31150242<br>Задать вопрос можно здесь: https://vk.com/topic-74650535_31251927<br>Помочь Лейси деньгами можно здесь (кнопка Donate): http://www.lacigreen.tv/<br><br>#SexEd@laciplus #феминизм@laciplus #сексизм@laciplus #объективация@laciplus #bodypositive@laciplus #виктимблейминг@laciplus #ЛГБТ@laciplus #общество@laciplus",14278
64474568,сестра сестре! взаимопомощь,"транс* и квиргендеры ля велком<br>ЗАЧЕМ ЭТО НУЖНО И ПОЧЕМУ ИМЕННО ЖЕНЩИНЫ?-http://vk.com/topic-64474568_29557027<br>БАН FAQ http://vk.com/topic-64474568_30604965<br>ФЕМ-КВИР БАРАХОЛКА https://vk.com/fem_queer_garage_sale<br>СПИСОК ВРАЧЕЙ https://vk.com/topic-64474568_29557421<br>обучаешь программированию?<br>чинишь проводку?<br>продашь велосипед?<br>посидишь с ребенком?<br>ищешь работу? предлагаешь работу?<br>стрижешь? бьешь татухи? подвезешь до хельсинки?<br>хочешь пристроить слишком большой урожай редиса? нечего есть третий день?<br>трудная ситуация? негде переночевать?<br>ищешь помощь? предлагаешь помощь?<br>покупаешь? отдаешь? разыскиваешь?<br><br>здесь феминистки помогают феминисткам, женщины помогают женщинам. мы можем справиться сами!<br><br>вы очень поможете проекту разместив ссылку на наш паблик в своей группе или паблике.<br><br>помощь в трудной ситуации: http://vk.com/topic-64474568_29563168<br><br>наши теги: http://vk.com/topic-64474568_29557221<br><br>паблик модерируется. это не значит, что ваше объявление или сообщение не пройдет-это значит, что мы делаем все, чтобы объявления и сообщения сексистов, гомофобов, маскулят и прочих им подобных не прошли.<br>по всем вопросам связанных с работой паблика и модерацией вы можете написать сюда http://vk.com/topic-64474568_29569203.<br>все дискуссии касательно идеи и цели сообщества проходят здесь. http://vk.com/topic-64474568_29569209<br>Это сообщество ставит своей целью помочь женщинам наладить связи среди женщин и победить внутреннюю мизогинию. Напоминаю, что комфорт и потребности женщин мы здесь ставим выше любого дискомфорта и недовольства любых мужчин. За оскорбление участников и провокации следует незамедлительный бан.<br>Если ваш пост пропал из предложенных записей, и вы уверены, что он не нарушал правил - подождите пару часов, скорее всего он на таймере.",14080
87153842,Безымянная Коммуна,"18+<br>Творческое объединение. <br>За все хорошее, светлое, вечное. <br><br>Антисексизм, маскулизм, феминизм, атеизм, антитеизм, антиклерикализм, космополитизм, антифашизм, антикапитализм, анархизм, рационализм, антитрадиционализм, боди-позитивизм, трансгуманизм, ТГЛБКИАП.",12211
24541129,Homestuck по-русски,"Mspaintadventures.ru — проект перевода популярного комикса на русский язык.<br><br>Твиттер: http://twitter.com/homestuck_ru<br><br>Хомстаквикия, доступна для редактирования любому желающему: http://ru.mspaintadventures.wikia.com/wiki/Homestuck<br><br>Наш форум: http://forum.mspaintadventures.ru/",9777
36878917,Конвент EveryCon Moscow,EveryCon - московский мультифэндомный гик-конвент!<br><br>▼　　　　　　　　　　　　　　▼<br>▼　Пользуемся меню группы 　▼<br>▼　　　　　　　　　　　　　　▼,9560
35444944,Flёur | Fleur,,9557
65218816,ТЯНОБУГУРТ,"Кидаем свои бугурты в предлагаемые новости :3<br>если хотите, чтоб бугурт быстрее опубликовали-соблюдайте стилистику и завуалируйте мат",9488
67406722,United States of Postmodernism,Прямая трансляция из рая<br>#da_art<br>#stone_heart<br>#suchafact<br>#da_sein<br>#da_books<br>#culturevulture,9443
14420578,АЭРОСТАТ (Борис Гребенщиков),"Борис Гребенщиков в роли радиоведущего на ""Радио России"" знакомит нас с альтернативной музыкой, не вписывающейся в нынешний FM-формат.<br><br>Полные выпуски и тексты радиопередачи <br>АЭРОСТАТ",9277
66201892,УДАЛЕНО Дети Ишаар (18+),Группа не рабочая!<br>Весь контент переезжает сюда:  https://vk.com/ripushko_arts,8916
24745219,Winged Doom,"(Омская птица, Омская ворона,Омский кардинал, Lil' Bird of Doom) — зловещий персонаж русскоязычных имиджбордов, он заведует наркотиками…<br><br>ФАКТЫ:<br>* От взгляда в глаза Омской Птицы можно сойти с ума<br><br>* От такого сумасшествия можно спастись, приняв вещества<br><br>* У него нет постоянного размера, формы, прочих физических свойств, пола. Возможно, это дух<br><br>* Омская Птица может быть предвестником Хаоса, конца света, Армагеддона, Апокалипсиса и просто небольших аварий<br><br>* Цель Омской Птицы — развлечение. Являясь практически бессмертным существом, он испытывает невообразимую скуку<br>",7911
256815,Команда «Несчастный Случай»,Официальное сообщество <br>команды «Несчастный Случай»,7327
16757548,Студенческий городок Дубки,"Официальная группа первого в Вышке Студенческого городка ""Дубки"". <br> <br>Дорогие друзья,<br><br>группа создана для проживающих в Студенческом городке ""Дубки"" с целью обмена новостями и важной информацией, а также для свободного общения.<br><br>Пожалуйста, прежде чем что-либо делать или о чем-нибудь просить в группе, ознакомьтесь с регламентом нашего сообщества. Регламент находится здесь: http://vk.cc/3WRvWM<br><br>Общежитие ""Студенческий городок Дубки"", 143072, Московская область, Одинцовский район, поселок ВНИИССОК, Ул. Дениса Давыдова,<br><br>1 корпус — дом 1<br>2 корпус — дом 3<br>3 корпус — дом 9",6983
43825046,Vampire: The Masquerade,"Приветствуем Вас в паблике сеттинга Vampire: The Masquerade.<br><br>Глубоко в душе мы знаем, что мир – гораздо более ужасающее место, чем мы позволяем считать своему рациональному уму. Принять эту подсознательную истину означает навлечь сумасшествие, поддаться тому изначальному хаосу, который таится на самом краешке нашего восприятия. Легче закрыть глаза и притвориться, что там ничего нет. Если мы не видим этого, оно может не заметить нас.<br><br>Паблик представляет собой сборник новостей о сеттинге: юмор, механика, новости и творчество.<br>(c) Vampire The Masquerade and the World of Darkness is copyright by Paradox Interactive, all rights reserved<br><br>ВТМ это игра о том, что ты теряешь, а не о том, что приобретаешь. (c) Джастин Ахилли<br><br>тэги: #films_VTM  #music_VTM #NYbN #Concept_VTM #labynightnight #vtm_makeup #vtm_tutorial #vtm_artist #vtm_fanfiction #guide_VTM #гайд_для_новичков_vtm<br>#vtm_book #wod_book #о_мт@public_vtm #vtm_stream #gamemaster_school",6081
19882,Страна Лимонных Корочек  (Олег Медведев group),"Рады приветствовать здесь всех тех, кто знает, любит, уважает, поет, играет и время от времени слушает песни Олега Медведева<br><br>О концертах предстоящего тура смотрите новости или стену группы",6006
39702213,СПЛИН | Уфа | 19 марта | РК Огни Уфы,"Концертное агентство ФанГид представляет: <br><br>Большой концерт.<br>Легендарные СПЛИН в Уфе!<br>С программой хитов ""РАЙ В ШАЛАШЕ""<br><br>Старт продаж билетов: 05.11.15",5498
68068721,"20.12.2014 - СПЛИН в СК ""Олимпийский""","Группа Сплин — 20 декабря 2014 — Москва — СК Олимпийский — единственный сольный концерт в Москве в этом году.<br><br>ЦЕНА:<br>ФАН-зона:<br>у генерального распространителя - 3.800р<br>в офисе Live Promo - 3.600р<br>у официальных распространителей - 3.800р<br><br>Трибуны:<br>у генерального распространителя - от 1.000р до 7.000р<br>в кассах СК ""Олимпийский"" - от 1.000р до 7.000р<br>у официальных распространителей - от 1.000р до 7.000р<br><br>VIP-партер:<br>у генерального распространителя - от 7.000р до 15.000р<br>в кассах СК ""Олимпийский"" - от 7.000р до 15.000р<br>у официальных распространителей - от 7.000р до 15.000р<br><br>Super VIP:<br>у генерального распространителя - от 20.000р до 30.000р<br>у официальных распространителей - от 20.000р до 30.000р<br><br>ГДЕ КУПИТЬ : <br>1. ГЕНЕРАЛЬНЫЙ РАСПРОСТРАНИТЕЛЬ:<br>- http://redkassa.ru/events/70692-bilety_na_koncert_splin/ - БЕЗ НАЦЕНКИ!<br><br>2. СТОЛ ЗАКАЗА билетов CDK.RU:<br>Тел: +7 (495) 223-3226<br>Будние дни - с 10.00 до 19.00<br><br>3. Офис Live Promo:<br>ул.Дубосековская, 4а, стр.1, офис 310<br>Тел: +7 (495) 223-3226<br>Ежедневно с 10.00 до 19.00<br><br>4. Кассы СК ""Олимпийский"":<br>Тел: +7 (495) 786-33-33 (многоканальный)<br>Олимпийский пр-т, 16<br>Ежедневно - с 10.00 до 20.00 часов<br>Сервис «электронный билет»: http://vk.cc/2CoYBc<br><br>5. ОФИЦИАЛЬНЫЕ РАСПРОСТРАНИТЕЛИ:<br>- concert.ru<br>- ponominalu.ru <br>- kontramarka.ru<br>- parter.ru<br>- kassir.ru<br>- городские театральные кассы - ticketland.ru<br><br>20 декабря в СК Олимпийском группа ""Сплин"" представит публике самый мистический и долгожданный альбом за всю свою историю — двойную пластинку ""Резонанс"". <br>Обе части ""Резонанса"" складываются в такую стройную и цельную картину, что не резонировать невозможно. <br>В этом году группе исполняется 20 лет, и равнодушный к юбилеям и датам Васильев отмечает это событие самым приятным для поклонников образом - выпуском двойного альбома. <br>""Сплин"" опять изменился, но остался верен себе и похоже лишь набирает обороты для ещё одного большого рывка. <br><br>И новая концертная программа может стать одной из самых интересных в истории группы.<br><br>Увидимся на концерте!",5414
35830923,Альфина: Оляпкозакидательство,"ещё один комикс о том, что жизнь полна боли. от прочих таких же отличается в первую очередь отсутствием локтей и чересчур длинным названием. изредка в паблике проскакивают интересные факты о животных.<br><br>при желании в комментариях можно высказывать любые мнения, критически оценивать автора и третьих лиц, браниться и распространять мемчики — если всё это делается либо убедительно, либо остроумно. те же, кому не хватает ни ratio, ни фантазии, не заслуживают права быть злыми.",5155
18065474,синие туманы,,4550
12248747,Радужная ассоциация (г. Москва) 18+,"ЗНАК +18 СТОИТ БЛАГОДАРЯ ЗАКОНОДАТЕЛЬСТВУ РФ.<br><br>Мы содействуем распространению идей толерантности в российском обществе, устранению всех форм дискриминации по признакам сексуальной ориентации и гендерной идентичности, активному участию ЛГБТ в общественной и политической жизни.<br><br>Наша деятельность:<br>- культурно-досуговая:<br>- информационно-просветительская:<br>- консультационная, психологическая:<br>- правозащитная, адвокационная.<br><br>Все мероприятия проводятся на некоммерческой основе. Если вы желаете участвовать в мероприятиях ЛГБТИКА организации Радужной ассоциации, свяжитесь с нами по телефону +7 967 093-88-59.<br><br>Если хотите получать приглашения на некоммерческие ЛГБТ-мероприятия в Москве, добаляйтесь в друзья к роботу РА: http://vk.com/id75729574",4189
166438,Башня Rowan,Сообщество ценителей творчества группы «Башня Rowan»,3765
14098528,"-=ShoutBeStore=- Аниме, K-POP, Рок, Комиксы.","Интернет магазин атрибутики по K-POP, Аниме, Комиксам, Сериалам и Играм. Вы можете оформить заказ у нас на сайте www.shoutbestore.ru.<br>- Доставка Почтой в любую точку России.<br>- Наложенный платеж.<br>- Яндекс.Касса - все самые популярные способы онлайн-платежей.<br><br>Так же вы можете заказать товар со своими любимыми картинками через нашу группу https://vk.com/shoutbestore<br><br>Адрес выдачи товара: г. Ульяновск ул. Гончарова, 27, ТЦ ""Паллада"", 3 этаж, бутик № 304.",3689
81796,Михаил Щербаков,"""Да ни словечка в простоте...""<br><br>Добро пожаловать в группу, которая посвящена одному из самых интересных поющих поэтов современной России - Михаилу Константиновичу ЩЕРБАКОВУ!<br><br>Михаил Щербаков родился в городе Обнинске Калужской области. В 1988-м окончил отделение русского языка и литературы филфака МГУ им. М. В. Ломоносова, живет в Москве.<br><br>Наиболее известный культовый бард, так называемой ""новой волны"". По праву считается одним из пионеров нового, постсоветского поколения. Пишет песни с 1978 года, всего написал более 300 песен и стихотворений.<br><br>Тексты песен:<br>http://www.bards.ru/archives/author.php?id=363<br><br>Неофициальный сайт:<br>http://www.blackalpinist.com/scherbakov/<br>зеркала: http://scherbakov.earthling.ru/<br>http://www.deniskin.com/scherbakov/<br><br>ЖЖ-сообщество:<br>http://community.livejournal.com/m_sch/<br><br>А отсюда качают песни:<br>http://forum.sharereactor.ru/showpost.php?p=1013915&amp:postcount=1<br>http://bards.pp.ru/Scherbakov/<br>http://rutracker.org/<br><br>Вопросы ""Что?Где?Когда?"" по Щербакову:<br>http://www.blackalpinist.com/scherbakov/fans/chgk.html<br><br>""Ещё не раз эпоха то радостью, то болью<br>Наполнит наши струны и наши голоса.<br>И будем мы друг друга дарить своей любовью,<br>Пока своей любовью нас дарят небеса""",3597
92664760,Sis fist!,,3597
62584835,На пути к Успеху. Мысли великих людей,"Все существующие паблики об Успехе под влиянием школьной аудитории выродились в перепечатывание ванильных цитат и банальностей, рожденных на заре Интернета. Люди извратили саму идею Успеха. В то время как Успех - это не образ позитивного мышления, а суровая школа, построенная на жестких правилах. Кто усвоил эти правила, того ждет Успех.<br><br>Успех - это бойцовский клуб, в котором победитель срывает банк. И как во всяком бойцовском клубе, главное правило бойцовского клуба - не говорить о бойцовском клубе. Поэтому о настоящих рецептах Успеха не треплются в надутых книжках или в социальных сетях. Их трепетно хранят в самых укромных уголках человеческого сознания. И лишь иногда отрывки священного знания вырываются наружу, где теряются под тоннами слащавого информационного мусора, выдаваемого за истории Успеха.<br><br>Эти ценнейшие крупицы Успешного знания мы намерены собрать в нашем паблике для всех смертных, стремящихся к Успеху. Никаких пустых слов, только универсальные и рабочие рецепты, мысли тех, кого мы по праву считаем Успешными.<br><br>И пусть мир перевернется под нашими ногами! Хэй хоу!",3486
93308563,Клуб путешественниц,"Добро пожаловать в феминистский клуб взаимопомощи и поддержки для туристок и экотуристок!<br><br>Здесь Вы сможете:<br><br>🔹 Найти спутницу для посещения мероприятия в вашем городе или заграницей:<br>🔹 Сдать\снять жильё или найти вписку (в том числе заграницей, да!):<br>🔹 Получить информацию по документам, билетам, агенствам, маршруту, транспорту и так далее:<br>🔹 Оставить с кем-то питомца на время Вашего отъезда:<br>🔹 Купить\продать\отдать в дар что-то по тематике путешествий (палатки, спальные мешки, билеты в театр в вашем городе, что угодно):<br>🔹 Найти кого-то для совместных занятий, в том числе и спортивных (это не только репетиторки и тренерки, но и просто напарницы по тренировкам и изучению, так как некоторым больше нравится заниматься в паре или группе):<br>🔹 Делиться Вашими историями и лайфхаками:<br><br>Желаем приятного и полезного времяпровождения!",3402
56621610,Котики Привет,"любишь котиков? расскажи друзьям!<br><br>это паблик знакомств для феминисток, феминист-allies и ЛГБТКИА, поддерживающих феминизм<br><br>#feminism<br>#queer_power<br>#lgbt_pride<br>#body_positive<br>#kp_теория<br><br>правила паблика-<br>http://vk.com/topic-56621610_29040614<br><br>ВНИМАНИЕ!<br>здесь нет и не будет никакой толерантности к сексизму, расизму, национализму, ксенофобии, гомофобии, трансфобии, квирфобии, эйблизму, эйджизму, фэтфобии и лукизму. мы одинаково нетерпимы к тем, кто активно проявляет вышеперечисленные формы дискриминации, и к тем, кто ""сидит тихо и молча"", но поддерживает эти идеи<br><br>за хамство и троллинг - бан<br><br>в предлагаемые новости:<br>1.Имя<br>2.Город с тегом (#kМосква)<br>3.Какие местоимения уместны<br>4.Почему вы поддерживаете феминизм. ВНИМАНИЕ. ПОДРОБНЫЕ ПРАВИЛА НАСЧЁТ НАПИСАНИЯ 4 ПУНКТА ЧИТАЙТЕ ЗДЕСЬ. https://vk.com/topic-56621610_29040614<br>5.Увлечения<br>6.Кого и для чего хотели бы найти<br>7.Три фотографии<br>8.Пять любимых песен",3386
26792116,"""Life in Minecraft"" | Страница Mr. Crafter'a :)","""Life in Minecraft"" Это сериал, как вы уже догадались, о minecraft'e. Сериал этот носит исключительно РАЗВЛЕКАТЕЛЬНЫЙ характер. В связи с этим, не стоит писать мне сообщения типа ""зачем ты сделал это а не это?"", ""ты играть не умеешь"", ""я, блять, твой дом труба шатал"". <br>Первый эпизод был создан 4 мая 2011 года. Попало видео на сайт kanobu.ru. Да кстати, посетите мой блог: http://kanobu.ru/blog/id228863/ .",3321
114236840,Пацанский преферанс ©,"Подпишись, если любишь маму и топдек!<br><br>Порой чтобы выжить,<br>Нужно что-то спиздить. © Жрица тьмы",2863
95985052,Grandma's Band,"Бабуля - прожжёная жизнью женщина, у которой всегда найдётся для вас анекдотец, шутка или поучительная баечка. Она хорошо знает, как важно в этом мире поддерживать весёлое расположение духа и держать хвост пистолетом.<br>Также, несмотря на годы, у Бабули активная жизненная позиция: она интересуется наукой, природой, животным миром, любит креатив и фотографию, и всегда рада поделиться своими знаниями и находками с подписчицами.<br><br>А самое главное - Бабуля гарантирует безопасное информационное пространство для своих внучек, дочерей и боевых сестёр. Ну, вы поняли :)<br><br>#фем_юмор #фем_досуг #радфем<br>__________<br><br>Также вы можете кидать в предложку свои посты с юмором и интересностями. Поиск качественного контента требует времени, поэтому Бабуля будет очень благодарна Вам за помощь :)",2369
72975238,Дача Циферблата,"Друзья, у нас замечательные новости! Мы открыли новую дачу Циферблата совместно с проектом Ферма для жизни ""Марк и Лев"". https://vk.com/ferma.markilev<br><br>Пока мы строим собственный, новый дом – с камином, библиотекой и верандой на берегу реки, с уютными комнатами, в которых можно будет остановиться на выходные, мы разместились в небольшом домике с коровой, в который можно приехать в гости в любой день с 11 до 22.<br><br>Здесь можно покататься на коньках на пруду, покататься на лыжах по окрестностям, познакомиться с рогатыми и копытными обитателями фермы, отведать парного молока, побеседовать с соседями-фермерами, устроить чаепитие с угощениями из местных продуктов, поиграть на пианино, построить свой ледовый дворец, посетить кулинарный мастер-класс или вечерний показ киноклуба.<br><br>Как вы уже поняли, новая дача Циферблата не просто дом, в котором можно уютно провести выходные, а, благодаря нашим друзьям из Марка и Льва – настоящая ферма. Со временем поблизости от Циферблата будут появляться все новые фермерские хозяйства – от коровника и сыроварни до пекарни, в которых можно будет поработать или сходить на экскурсию. <br><br>Новая Дача Циферблата располагается в деревне Дворяниново Тульской области. <br><br>+7 919 072 87 34<br><br>С 11 до 22<br><br>Стоимость минуты - 2 рубля.<br> <br>instagram.com/ziferblat.dacha<br>facebook.com/ziferblat.dacha<br>ziferblat.dacha@gmail.com",2358
